Date,Open,High,Low,Close,Adj Close,Volume
7/9/2021,432.529999,435.839996,430.709991,435.519989,434.129181,76238600
7/12/2021,435.429993,437.350006,434.970001,437.079987,435.684204,52889600
7/13/2021,436.23999,437.839996,435.309998,435.589996,434.198975,52911300
7/14/2021,437.399994,437.920013,434.910004,436.23999,434.846893,64130400
7/15/2021,434.809998,435.529999,432.720001,434.75,433.361664,55126400
7/16/2021,436.01001,436.059998,430.920013,431.339996,429.962524,75874700
7/19/2021,426.190002,431.410004,421.970001,424.970001,423.612885,147987000
7/20/2021,425.679993,432.420013,424.829987,431.059998,429.683441,99608200
7/21/2021,432.339996,434.700012,431.01001,434.549988,433.162292,64724400
7/22/2021,434.73999,435.720001,433.690002,435.459991,434.069366,47878500
7/23/2021,437.519989,440.299988,436.790009,439.940002,438.535095,63766600
7/26/2021,439.309998,441.029999,439.26001,441.019989,439.611633,43719200
7/27/2021,439.910004,439.940002,435.98999,439.01001,437.608063,67397100
7/28/2021,439.679993,440.299988,437.309998,438.829987,437.428619,52472400
7/29/2021,439.820007,441.799988,439.809998,440.649994,439.242798,47435300
7/30/2021,437.910004,440.059998,437.769989,438.51001,437.10965,68890600
8/2/2021,440.339996,440.929993,437.209991,437.589996,436.192566,58783300
8/3/2021,438.440002,441.279999,436.100006,441.149994,439.741211,58053900
8/4/2021,439.779999,441.119995,438.730011,438.980011,437.578156,46732200
8/5/2021,440.220001,441.850006,439.880005,441.76001,440.349274,38969700
8/6/2021,442.100006,442.940002,441.799988,442.48999,441.076935,46864100
8/9/2021,442.459991,442.799988,441.309998,442.130005,440.718079,41222600
8/10/2021,442.609985,443.440002,441.880005,442.679993,441.266327,43339300
8/11/2021,443.820007,443.880005,442.619995,443.779999,442.362823,44034300
8/12/2021,443.619995,445.26001,442.660004,445.109985,443.688568,38909400
8/13/2021,445.589996,445.940002,445.070007,445.920013,444.496002,39388300
8/16/2021,444.529999,447.109985,442.869995,446.970001,445.542633,73740000
8/17/2021,444.23999,444.959991,440.850006,444.040009,442.622009,92673900
8/18/2021,442.959991,444.630005,438.920013,439.179993,437.777496,89351900
8/19/2021,436.269989,441.140015,436.119995,439.859985,438.455322,92812200
8/20/2021,440.230011,443.709991,439.709991,443.359985,441.944153,71975900
8/23/2021,445.160004,448.230011,443.440002,447.26001,445.831726,54973000
8/24/2021,447.970001,448.540009,447.420013,447.970001,446.539429,38744700
8/25/2021,448.170013,449.459991,447.769989,448.910004,447.47644,40529700
8/26/2021,448.609985,448.859985,446.160004,446.26001,444.8349,57829600
8/27/2021,447.119995,450.649994,447.059998,450.25,448.812164,77201900
8/30/2021,450.970001,453.070007,450.709991,452.230011,450.785828,48357400
8/31/2021,452.130005,452.48999,450.920013,451.559998,450.117981,59300200
9/1/2021,452.559998,453.109985,451.549988,451.799988,450.357178,48721400
9/2/2021,453.320007,454.049988,451.910004,453.190002,451.742767,42501000
9/3/2021,451.980011,453.630005,451.549988,453.079987,451.633118,47170500
9/7/2021,452.709991,452.809998,450.73999,451.459991,450.01828,51671500
9/8/2021,450.890015,451.670013,448.859985,450.910004,449.470062,56181900
9/9/2021,450.700012,452.570007,448.720001,448.980011,447.546234,57970400
9/10/2021,451.040009,451.48999,445.309998,445.440002,444.017517,89848000
9/13/2021,448.640015,448.920013,444.109985,446.579987,445.15387,83738600
9/14/2021,448.119995,448.339996,443.220001,444.170013,442.751587,78197100
9/15/2021,444.619995,448.410004,443.440002,447.880005,446.449738,78792200
9/16/2021,447.320007,448.359985,444.019989,447.170013,445.742004,77786700
9/17/2021,444.920013,445.369995,441.019989,441.399994,441.399994,118425000
9/20/2021,434.880005,436.559998,428.859985,434.040009,434.040009,166445500
9/21/2021,436.529999,437.910004,433.070007,433.630005,433.630005,92526100
9/22/2021,436.049988,440.029999,433.75,437.859985,437.859985,102350100
9/23/2021,439.850006,444.890015,439.600006,443.179993,443.179993,76396000
9/24/2021,441.440002,444.670013,441.209991,443.910004,443.910004,62094800
9/27/2021,442.809998,444.049988,441.899994,442.640015,442.640015,61371100
9/28/2021,439.690002,440.040009,432.940002,433.720001,433.720001,130436300
9/29/2021,435.190002,437.040009,433.850006,434.450012,434.450012,82329200
9/30/2021,436.019989,436.769989,428.779999,429.140015,429.140015,140181200
,,,,,,
